EmployeeNumber,Age,Gender,MaritalStatus,Education,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,SalarySlab,AgeBand,TenureBand,Attrition
1265,28,Female,Married,3,Sales,Sales Representative,2,Travel_Rarely,No,45615,11.8,0,7,6,2,2,4,3,3,1,1,4,2,35K-60K,26-35,4-7 yrs,No
1266,30,Male,Married,3,Sales,Sales Representative,2,Travel_Rarely,Yes,30623,20.0,0,11,11,0,1,3,3,3,4,4,3,5,<=35K,26-35,8+ yrs,No
1267,47,Female,Divorced,4,Research & Development,Research Director,1,Travel_Frequently,No,24463,11.0,1,28,2,2,2,0,3,4,1,3,3,1,<=35K,46+,0-3 yrs,No
1268,49,Female,Single,1,Research & Development,Healthcare Representative,1,Non-Travel,Yes,19055,18.1,1,29,2,1,2,1,3,4,1,3,3,3,<=35K,46+,0-3 yrs,No
1269,34,Male,Married,3,Research & Development,Healthcare Representative,2,Travel_Frequently,No,38910,11.0,1,12,4,1,0,0,3,1,1,4,3,3,35K-60K,26-35,4-7 yrs,No
1270,37,Male,Divorced,4,Sales,Manager,1,Non-Travel,No,10000,22.2,1,19,6,3,2,1,3,3,4,1,2,0,<=35K,36-45,4-7 yrs,No
1271,28,Male,Married,4,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,12564,11.0,1,7,1,1,1,1,4,2,3,4,3,4,<=35K,26-35,0-3 yrs,No
1272,47,Male,Married,3,Research & Development,Healthcare Representative,3,Travel_Rarely,No,55457,19.5,0,25,14,0,1,6,3,4,1,1,4,2,35K-60K,46+,8+ yrs,No
1273,42,Female,Single,3,Research & Development,Research Scientist,3,Travel_Frequently,No,40426,14.9,2,24,6,6,5,0,3,4,4,4,2,2,35K-60K,36-45,4-7 yrs,No
1274,54,Female,Single,3,Sales,Sales Executive,3,Travel_Rarely,No,59099,13.8,1,33,5,2,5,2,3,4,4,3,2,3,35K-60K,46+,4-7 yrs,No
1275,28,Female,Married,3,Research & Development,Manager,2,Travel_Rarely,Yes,41871,15.9,3,7,7,0,6,0,3,2,3,4,3,3,35K-60K,26-35,4-7 yrs,No
1276,33,Female,Divorced,3,Sales,Sales Representative,4,Travel_Rarely,Yes,56246,17.5,1,14,14,1,3,1,3,1,1,3,4,4,35K-60K,26-35,8+ yrs,No
1277,39,Male,Single,3,Sales,Sales Representative,4,Travel_Rarely,No,55974,11.9,0,19,0,0,0,0,3,1,1,4,2,3,35K-60K,36-45,0-3 yrs,No
1278,42,Male,Married,4,Human Resources,Human Resources Representative,3,Non-Travel,No,36891,12.2,0,20,0,0,0,0,3,2,4,2,3,2,35K-60K,36-45,0-3 yrs,No
1279,34,Female,Married,4,Sales,Manager,3,Travel_Rarely,No,39963,17.6,1,13,8,1,4,2,3,2,3,2,2,3,35K-60K,26-35,8+ yrs,No
1280,28,Male,Single,2,Research & Development,Research Director,2,Travel_Rarely,Yes,20139,11.0,1,6,6,1,2,0,4,4,4,2,3,4,<=35K,26-35,4-7 yrs,No
1281,44,Female,Married,3,Research & Development,Research Scientist,5,Travel_Rarely,No,78430,13.0,1,23,6,0,0,1,3,3,3,4,3,5,>60K,36-45,4-7 yrs,No
1282,43,Female,Married,3,Research & Development,Manager,2,Travel_Rarely,No,18351,25.0,1,24,3,1,1,0,3,3,1,3,1,3,<=35K,36-45,0-3 yrs,No
1283,28,Female,Divorced,3,Research & Development,Laboratory Technician,1,Travel_Rarely,No,19829,11.6,0,8,6,3,0,1,3,4,3,3,4,3,<=35K,26-35,4-7 yrs,No
1284,49,Female,Married,2,Sales,Sales Executive,2,Travel_Frequently,No,35024,19.4,0,31,1,1,1,0,3,4,3,4,3,2,35K-60K,46+,0-3 yrs,No
1285,47,Male,Married,3,Research & Development,Healthcare Representative,1,Travel_Rarely,No,10000,13.0,0,29,29,0,2,4,3,3,3,4,3,5,<=35K,46+,8+ yrs,No
1286,38,Female,Single,4,Research & Development,Healthcare Representative,5,Travel_Frequently,No,87398,17.1,1,19,3,0,3,0,3,1,4,1,2,4,>60K,36-45,0-3 yrs,No
1287,37,Female,Divorced,3,Sales,Manager,2,Non-Travel,No,34108,17.6,1,16,16,1,11,0,3,2,3,3,3,1,<=35K,36-45,8+ yrs,No
1288,41,Male,Single,4,Research & Development,Manager,2,Travel_Rarely,No,35997,19.4,0,22,3,3,3,3,4,3,3,1,4,3,35K-60K,36-45,0-3 yrs,No
1289,29,Female,Married,5,Sales,Sales Representative,3,Travel_Rarely,No,38930,14.5,1,9,9,5,9,6,3,4,2,4,2,3,35K-60K,26-35,8+ yrs,No
1290,37,Male,Single,1,Sales,Manager,2,Travel_Rarely,No,34979,22.6,0,19,2,0,2,2,3,4,1,4,3,1,<=35K,36-45,0-3 yrs,Yes
1291,18,Female,Divorced,2,Research & Development,Healthcare Representative,1,Travel_Rarely,No,24011,13.0,0,0,0,0,0,0,4,3,3,4,3,3,<=35K,18-25,0-3 yrs,No
1292,44,Male,Married,4,Sales,Manager,2,Travel_Rarely,Yes,29211,16.1,1,26,18,1,0,0,3,4,3,4,1,2,<=35K,36-45,8+ yrs,No
1293,22,Male,Married,4,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,61015,16.1,0,2,2,2,1,1,3,4,1,3,2,3,>60K,18-25,0-3 yrs,Yes
1294,50,Male,Single,1,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,30352,11.0,1,29,6,2,2,6,3,4,2,3,3,2,<=35K,46+,4-7 yrs,No
1295,33,Female,Married,1,Research & Development,Laboratory Technician,3,Non-Travel,Yes,54126,14.1,2,14,0,0,0,0,3,4,3,3,3,1,35K-60K,26-35,0-3 yrs,No
1296,34,Male,Married,2,Sales,Sales Representative,1,Travel_Rarely,Yes,17344,15.8,2,16,3,1,3,3,3,2,4,1,3,1,<=35K,26-35,0-3 yrs,Yes
1297,31,Male,Married,5,Sales,Manager,1,Travel_Rarely,No,19684,13.6,0,13,13,1,0,1,3,1,2,4,4,3,<=35K,26-35,8+ yrs,No
1298,34,Male,Single,2,Sales,Sales Executive,1,Travel_Rarely,No,10000,24.2,1,12,1,1,1,0,3,3,3,3,3,2,<=35K,26-35,0-3 yrs,No
1299,49,Female,Divorced,3,Research & Development,Manager,2,Travel_Rarely,No,32968,12.1,1,30,9,0,0,5,3,3,2,4,3,4,<=35K,46+,8+ yrs,No
1300,18,Male,Divorced,4,Research & Development,Laboratory Technician,4,Travel_Rarely,Yes,54120,19.6,1,0,0,0,0,0,3,3,4,4,3,0,35K-60K,18-25,0-3 yrs,No
1301,48,Male,Single,1,Sales,Sales Executive,3,Travel_Rarely,Yes,38228,18.4,1,26,1,1,1,1,4,2,4,4,3,4,35K-60K,46+,0-3 yrs,Yes
1302,39,Female,Divorced,3,Human Resources,Manager,2,Travel_Rarely,No,43952,15.1,0,18,1,0,1,1,3,4,1,3,2,3,35K-60K,36-45,0-3 yrs,No
1303,25,Male,Married,2,Sales,Sales Executive,2,Non-Travel,No,28289,12.0,0,7,3,2,1,3,3,2,4,1,2,5,<=35K,18-25,0-3 yrs,No
1304,27,Female,Married,4,Research & Development,Manager,3,Travel_Rarely,No,36973,12.4,1,8,0,0,0,0,3,4,2,2,3,2,35K-60K,26-35,0-3 yrs,No
1305,52,Male,Single,2,Research & Development,Laboratory Technician,1,Non-Travel,No,12126,13.3,1,31,14,4,4,0,3,3,1,3,2,1,<=35K,46+,8+ yrs,No
1306,28,Female,Married,3,Research & Development,Research Director,1,Travel_Rarely,No,10000,11.0,0,7,7,0,5,0,3,1,3,1,3,3,<=35K,26-35,4-7 yrs,Yes
1307,26,Male,Married,3,Research & Development,Manager,5,Travel_Rarely,No,86471,11.5,0,5,2,2,1,2,3,1,3,1,3,3,>60K,26-35,0-3 yrs,No
1308,47,Male,Married,2,Research & Development,Healthcare Representative,2,Travel_Rarely,No,24434,11.0,1,27,2,0,0,2,3,1,4,3,2,2,<=35K,46+,0-3 yrs,No
1309,39,Female,Married,1,Research & Development,Research Director,5,Non-Travel,No,79234,20.2,0,19,7,0,0,0,3,1,1,4,3,0,>60K,36-45,4-7 yrs,No
1310,28,Male,Married,3,Research & Development,Laboratory Technician,2,Travel_Rarely,No,40848,17.5,0,7,3,3,3,0,4,4,4,4,3,2,35K-60K,26-35,0-3 yrs,No
1311,38,Female,Married,2,Sales,Sales Executive,3,Travel_Rarely,No,40998,18.1,0,18,1,1,1,0,3,2,1,1,3,2,35K-60K,36-45,0-3 yrs,Yes
1312,27,Male,Single,4,Research & Development,Research Scientist,1,Non-Travel,No,19256,17.4,0,8,3,0,0,3,3,4,2,4,3,2,<=35K,26-35,0-3 yrs,No
1313,46,Male,Divorced,4,Research & Development,Manager,2,Travel_Rarely,Yes,21759,15.8,1,28,12,7,0,5,3,2,3,4,2,3,<=35K,46+,8+ yrs,No
1314,46,Male,Married,3,Research & Development,Manager,2,Travel_Frequently,No,49566,20.6,0,27,0,0,0,0,3,1,3,4,3,3,35K-60K,46+,0-3 yrs,No
1315,41,Female,Single,3,Research & Development,Healthcare Representative,2,Travel_Rarely,No,37491,12.9,0,23,2,2,2,2,3,4,4,2,3,5,35K-60K,36-45,0-3 yrs,No
1316,40,Male,Single,3,Research & Development,Research Director,1,Travel_Rarely,No,13459,15.6,0,20,19,0,2,3,3,3,3,4,3,1,<=35K,36-45,8+ yrs,Yes
1317,52,Male,Married,4,Research & Development,Research Scientist,2,Non-Travel,No,23817,18.0,0,33,0,0,0,0,3,3,2,4,2,3,<=35K,46+,0-3 yrs,No
1318,36,Male,Divorced,3,Research & Development,Manager,1,Travel_Rarely,No,14088,11.0,1,14,13,1,0,3,3,2,4,3,3,2,<=35K,36-45,8+ yrs,No
1319,26,Male,Married,2,Sales,Sales Representative,3,Travel_Rarely,No,42280,25.0,0,5,2,2,1,2,4,1,2,3,4,2,35K-60K,26-35,0-3 yrs,No
1320,40,Male,Married,2,Sales,Sales Executive,2,Travel_Rarely,No,45623,15.3,1,22,1,1,1,0,3,2,2,4,3,3,35K-60K,36-45,0-3 yrs,No
1321,55,Female,Single,3,Sales,Sales Executive,1,Travel_Rarely,Yes,10000,15.7,0,37,0,0,0,0,4,3,3,4,3,4,<=35K,46+,0-3 yrs,Yes
1322,27,Male,Married,3,Sales,Sales Executive,1,Travel_Rarely,No,16078,19.9,0,5,0,0,0,0,3,1,4,4,4,6,<=35K,26-35,0-3 yrs,No
1323,33,Female,Divorced,3,Research & Development,Research Scientist,1,Travel_Rarely,Yes,14853,18.6,0,11,1,0,1,0,3,3,4,2,3,4,<=35K,26-35,0-3 yrs,Yes
1324,40,Male,Married,1,Sales,Sales Executive,2,Non-Travel,Yes,29060,15.3,0,19,0,0,0,0,3,4,4,3,3,1,<=35K,36-45,0-3 yrs,No
1325,36,Female,Single,4,Human Resources,Manager,1,Travel_Rarely,No,14131,15.7,1,16,2,2,0,0,3,2,4,3,4,2,<=35K,36-45,0-3 yrs,No
1326,27,Female,Married,2,Research & Development,Manager,3,Travel_Rarely,Yes,44071,11.0,0,8,0,0,0,0,3,4,3,4,4,4,35K-60K,26-35,0-3 yrs,No
1327,47,Male,Single,2,Sales,Sales Representative,1,Travel_Rarely,No,21984,13.1,2,28,7,1,0,0,3,1,4,4,3,3,<=35K,46+,4-7 yrs,Yes
1328,58,Female,Married,3,Research & Development,Manager,1,Travel_Rarely,Yes,19871,17.1,0,39,10,1,4,2,3,4,2,2,3,2,<=35K,46+,8+ yrs,No
1329,38,Male,Divorced,2,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,63351,16.8,0,18,13,1,1,1,3,4,1,4,4,3,>60K,36-45,8+ yrs,No
1330,28,Female,Married,3,Research & Development,Healthcare Representative,3,Travel_Rarely,No,20728,19.7,0,7,4,4,1,0,3,2,2,3,2,5,<=35K,26-35,4-7 yrs,No
1331,22,Female,Single,3,Research & Development,Healthcare Representative,1,Travel_Rarely,No,17398,14.8,1,3,3,0,3,3,3,4,4,2,1,4,<=35K,18-25,0-3 yrs,Yes
1332,39,Male,Divorced,3,Research & Development,Laboratory Technician,3,Travel_Rarely,No,31754,11.0,0,21,0,0,0,0,3,3,4,3,3,3,<=35K,36-45,0-3 yrs,No
1333,46,Male,Married,3,Sales,Sales Representative,2,Travel_Rarely,No,35170,19.1,0,28,0,0,0,0,3,1,3,1,3,6,35K-60K,46+,0-3 yrs,No
1334,41,Male,Married,2,Human Resources,Manager,4,Non-Travel,No,71795,20.5,0,23,2,0,0,1,3,3,1,3,3,4,>60K,36-45,0-3 yrs,No
1335,36,Male,Married,2,Human Resources,Human Resources Representative,2,Travel_Rarely,No,22590,18.5,0,14,9,1,0,4,3,4,2,1,3,0,<=35K,36-45,8+ yrs,No
1336,31,Male,Married,4,Research & Development,Healthcare Representative,3,Travel_Rarely,No,42905,14.6,2,9,9,3,4,4,3,4,4,4,2,1,35K-60K,26-35,8+ yrs,No
1337,26,Male,Married,3,Sales,Sales Representative,5,Travel_Rarely,No,70205,19.1,1,6,5,4,0,0,3,2,2,4,4,3,>60K,26-35,4-7 yrs,No
1338,44,Male,Married,3,Research & Development,Research Scientist,1,Travel_Rarely,No,24883,25.0,1,25,2,2,2,2,3,3,4,3,2,2,<=35K,36-45,0-3 yrs,No
1339,45,Female,Married,1,Sales,Sales Executive,3,Travel_Frequently,Yes,45760,15.6,1,23,6,0,3,4,3,1,1,1,3,4,35K-60K,36-45,4-7 yrs,No
1340,22,Male,Single,3,Sales,Sales Representative,2,Travel_Rarely,No,43826,11.0,1,4,1,0,1,1,3,3,3,3,3,5,35K-60K,18-25,0-3 yrs,No
1341,51,Male,Divorced,3,Sales,Manager,1,Travel_Rarely,No,18310,13.0,0,29,3,3,0,0,4,3,3,3,3,2,<=35K,46+,0-3 yrs,Yes
1342,42,Female,Married,3,Research & Development,Research Director,1,Travel_Rarely,No,16939,17.5,1,24,4,0,1,0,3,2,4,4,2,4,<=35K,36-45,4-7 yrs,No
1343,49,Male,Single,4,Research & Development,Manager,1,Travel_Rarely,No,15545,11.0,0,30,0,0,0,0,3,3,3,3,1,3,<=35K,46+,0-3 yrs,Yes
1344,24,Male,Married,2,Research & Development,Research Director,3,Non-Travel,No,51543,15.8,0,4,0,0,0,0,3,4,3,1,4,2,35K-60K,18-25,0-3 yrs,No
1345,24,Male,Divorced,2,Research & Development,Healthcare Representative,2,Non-Travel,No,16098,16.6,1,3,3,3,2,0,3,3,3,3,4,4,<=35K,18-25,0-3 yrs,No
1346,35,Female,Divorced,4,Research & Development,Research Director,2,Travel_Rarely,No,30682,20.9,1,14,4,1,3,0,3,4,4,4,2,3,<=35K,26-35,4-7 yrs,Yes
1347,41,Female,Married,4,Research & Development,Healthcare Representative,1,Travel_Frequently,Yes,14439,20.0,1,23,2,0,0,2,3,2,3,1,1,3,<=35K,36-45,0-3 yrs,Yes
1348,53,Male,Single,2,Research & Development,Research Scientist,2,Travel_Rarely,Yes,35803,18.4,1,31,3,2,3,0,3,4,2,3,3,1,35K-60K,46+,0-3 yrs,No
1349,43,Female,Married,3,Human Resources,Manager,4,Travel_Rarely,No,58498,11.0,0,21,18,4,0,0,3,1,4,4,3,3,35K-60K,36-45,8+ yrs,No
1350,34,Male,Single,2,Sales,Manager,2,Travel_Frequently,No,21690,18.6,0,16,2,0,2,2,3,3,3,1,4,2,<=35K,26-35,0-3 yrs,No
1351,27,Female,Divorced,1,Research & Development,Manager,3,Non-Travel,Yes,45058,17.8,0,8,0,0,0,0,3,4,4,1,3,3,35K-60K,26-35,0-3 yrs,No
1352,48,Female,Single,3,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,36337,16.1,1,30,3,0,3,2,3,4,1,3,2,2,35K-60K,46+,0-3 yrs,No
1353,28,Female,Single,2,Research & Development,Manager,3,Travel_Rarely,No,29597,11.0,3,9,6,2,1,3,3,2,2,4,3,3,<=35K,26-35,4-7 yrs,No
1354,51,Male,Married,4,Research & Development,Laboratory Technician,2,Non-Travel,No,35816,12.3,0,31,0,0,0,0,3,3,4,4,3,1,35K-60K,46+,0-3 yrs,No
1355,34,Male,Married,3,Research & Development,Healthcare Representative,4,Travel_Frequently,No,64632,11.0,0,14,2,0,2,2,3,3,4,3,3,1,>60K,26-35,0-3 yrs,No
1356,51,Male,Divorced,2,Research & Development,Research Director,2,Non-Travel,No,33736,11.0,1,33,3,0,0,1,4,2,3,3,4,2,<=35K,46+,0-3 yrs,No
1357,43,Female,Married,1,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,70423,15.2,2,23,3,0,3,3,3,3,1,3,3,4,>60K,36-45,0-3 yrs,No
1358,35,Male,Single,4,Research & Development,Manager,1,Travel_Rarely,No,10000,12.2,1,13,2,0,2,1,3,2,2,4,2,0,<=35K,26-35,0-3 yrs,Yes
1359,32,Female,Single,2,Sales,Sales Executive,2,Non-Travel,Yes,18551,24.9,0,13,6,0,1,3,3,2,2,3,3,3,<=35K,26-35,4-7 yrs,No
1360,33,Female,Married,3,Research & Development,Healthcare Representative,1,Non-Travel,Yes,14439,14.6,3,12,12,0,2,0,3,1,3,2,3,0,<=35K,26-35,8+ yrs,Yes
1361,40,Male,Single,3,Human Resources,Manager,3,Non-Travel,No,42219,20.0,1,19,14,1,4,3,3,1,2,3,3,3,35K-60K,36-45,8+ yrs,No
1362,37,Female,Married,3,Sales,Sales Representative,2,Non-Travel,No,23261,11.0,0,17,6,5,0,2,3,4,4,4,4,4,<=35K,36-45,4-7 yrs,No
1363,31,Female,Married,3,Research & Development,Research Scientist,1,Travel_Rarely,Yes,14361,13.2,2,12,4,4,1,2,3,3,1,3,3,2,<=35K,26-35,4-7 yrs,No
1364,35,Female,Married,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,10107,15.6,0,13,10,1,1,3,3,3,3,1,2,2,<=35K,26-35,8+ yrs,Yes
1365,37,Female,Divorced,2,Research & Development,Healthcare Representative,4,Travel_Rarely,No,45311,11.8,0,16,10,0,0,0,3,2,4,1,3,2,35K-60K,36-45,8+ yrs,No
1366,18,Female,Divorced,2,Sales,Sales Executive,3,Travel_Rarely,No,41470,13.6,0,0,0,0,0,0,3,1,4,4,2,3,35K-60K,18-25,0-3 yrs,No
1367,41,Male,Divorced,3,Research & Development,Manager,2,Travel_Frequently,Yes,20908,14.4,2,19,1,1,1,1,3,3,3,4,2,2,<=35K,36-45,0-3 yrs,No
1368,27,Female,Single,3,Research & Development,Research Director,2,Travel_Frequently,No,31853,14.3,1,6,0,0,0,0,3,2,3,2,3,3,<=35K,26-35,0-3 yrs,Yes
1369,26,Male,Single,2,Sales,Sales Executive,2,Travel_Rarely,Yes,24751,22.1,0,5,5,5,3,1,3,4,4,3,3,1,<=35K,26-35,4-7 yrs,No
1370,21,Female,Single,1,Sales,Sales Executive,2,Travel_Rarely,No,38893,16.6,3,1,1,0,1,1,3,4,4,1,3,3,35K-60K,18-25,0-3 yrs,No
1371,20,Female,Divorced,3,Human Resources,Human Resources Representative,4,Travel_Rarely,No,72830,17.0,0,1,1,1,0,1,3,4,1,2,3,3,>60K,18-25,0-3 yrs,No
1372,24,Male,Divorced,3,Sales,Sales Representative,1,Travel_Rarely,No,20435,17.2,1,6,6,2,1,0,3,3,1,3,3,1,<=35K,18-25,4-7 yrs,Yes
1373,30,Female,Divorced,5,Research & Development,Healthcare Representative,2,Travel_Rarely,No,17591,17.5,1,11,8,6,0,2,3,3,4,2,2,4,<=35K,26-35,8+ yrs,Yes
1374,54,Male,Single,3,Research & Development,Healthcare Representative,2,Travel_Rarely,No,42041,14.9,0,36,4,2,1,0,3,4,3,4,3,5,35K-60K,46+,4-7 yrs,No
1375,32,Male,Divorced,3,Sales,Sales Executive,2,Travel_Rarely,No,42605,14.0,0,11,2,1,1,1,3,3,4,3,3,2,35K-60K,26-35,0-3 yrs,No
1376,38,Male,Married,3,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,30150,15.8,2,16,5,3,4,0,3,3,3,4,3,4,<=35K,36-45,4-7 yrs,No
1377,40,Female,Single,4,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,40583,19.5,0,21,4,4,1,3,4,3,1,4,4,2,35K-60K,36-45,4-7 yrs,Yes
1378,38,Female,Married,4,Research & Development,Manager,1,Travel_Rarely,No,10586,19.4,1,16,16,0,1,4,3,4,3,1,3,3,<=35K,36-45,8+ yrs,No
1379,36,Female,Single,3,Research & Development,Research Director,2,Travel_Rarely,Yes,15070,14.3,1,17,4,0,4,0,4,3,3,1,3,2,<=35K,36-45,4-7 yrs,Yes
1380,26,Male,Married,2,Research & Development,Manager,1,Travel_Rarely,No,10000,18.0,1,7,7,1,2,3,3,3,3,4,3,4,<=35K,26-35,4-7 yrs,No
1381,50,Female,Married,2,Sales,Sales Representative,1,Travel_Rarely,No,28834,14.5,1,28,10,0,2,1,3,4,4,4,2,2,<=35K,46+,8+ yrs,No
1382,53,Female,Married,3,Research & Development,Healthcare Representative,1,Non-Travel,No,10000,15.3,0,33,0,0,0,0,3,4,3,3,3,4,<=35K,46+,0-3 yrs,No
1383,21,Male,Married,4,Human Resources,Human Resources Representative,3,Travel_Rarely,No,44996,13.4,0,0,0,0,0,0,4,3,1,1,3,4,35K-60K,18-25,0-3 yrs,Yes
1384,27,Male,Divorced,3,Sales,Sales Executive,2,Travel_Rarely,No,30273,14.5,2,7,6,2,6,1,3,4,4,4,3,2,<=35K,26-35,4-7 yrs,Yes
1385,34,Male,Married,1,Research & Development,Research Scientist,3,Non-Travel,No,40896,20.2,0,14,1,1,1,0,4,1,3,2,3,1,35K-60K,26-35,0-3 yrs,No
1386,28,Female,Married,4,Research & Development,Research Director,3,Travel_Rarely,Yes,41451,15.5,0,9,6,3,1,4,3,4,3,1,4,4,35K-60K,26-35,4-7 yrs,No
1387,41,Female,Divorced,4,Research & Development,Research Scientist,3,Travel_Rarely,No,45577,15.7,2,20,0,0,0,0,3,2,4,4,3,2,35K-60K,36-45,0-3 yrs,No
1388,30,Female,Divorced,2,Sales,Sales Representative,2,Travel_Rarely,Yes,25502,11.0,1,11,3,3,3,3,4,3,3,4,3,5,<=35K,26-35,0-3 yrs,No
1389,56,Male,Single,3,Human Resources,Manager,2,Non-Travel,Yes,18623,14.1,0,38,0,0,0,0,4,4,3,4,3,5,<=35K,46+,0-3 yrs,Yes
1390,47,Female,Married,3,Research & Development,Research Director,2,Non-Travel,No,31720,14.3,3,28,1,1,1,0,3,3,3,1,3,3,<=35K,46+,0-3 yrs,No
1391,38,Male,Single,4,Sales,Sales Representative,3,Travel_Rarely,Yes,53586,12.1,1,16,0,0,0,0,4,2,4,3,3,3,35K-60K,36-45,0-3 yrs,Yes
1392,46,Male,Single,4,Sales,Sales Executive,2,Travel_Rarely,Yes,36956,15.3,0,27,21,1,0,1,3,2,2,3,1,2,35K-60K,46+,8+ yrs,No
1393,46,Female,Married,3,Sales,Manager,4,Travel_Frequently,Yes,53522,13.6,0,28,3,1,2,3,4,4,3,4,3,4,35K-60K,46+,0-3 yrs,No
1394,31,Male,Divorced,4,Research & Development,Healthcare Representative,4,Travel_Frequently,No,49990,15.5,1,12,12,1,0,5,4,1,3,3,2,1,35K-60K,26-35,8+ yrs,No
1395,29,Female,Single,4,Research & Development,Laboratory Technician,1,Travel_Rarely,No,12726,15.6,1,11,11,3,1,4,4,1,1,4,2,2,<=35K,26-35,8+ yrs,No
1396,37,Male,Divorced,3,Research & Development,Research Director,1,Travel_Rarely,Yes,27542,11.7,0,16,14,2,13,1,4,3,4,2,3,2,<=35K,36-45,8+ yrs,No
1397,44,Female,Divorced,3,Research & Development,Research Director,3,Travel_Rarely,No,50164,13.7,0,25,3,0,0,3,3,3,2,1,3,5,35K-60K,36-45,0-3 yrs,No
1398,38,Male,Divorced,4,Sales,Sales Representative,2,Travel_Frequently,Yes,35631,15.5,0,20,9,9,4,3,3,4,1,2,2,1,35K-60K,36-45,8+ yrs,No
1399,22,Male,Single,2,Research & Development,Laboratory Technician,1,Travel_Rarely,No,22118,19.6,1,1,1,1,0,1,3,4,3,3,3,5,<=35K,18-25,0-3 yrs,No
1400,29,Male,Divorced,3,Research & Development,Research Director,4,Travel_Rarely,No,63366,16.1,0,7,0,0,0,0,3,4,1,4,4,3,>60K,26-35,0-3 yrs,No
1401,36,Male,Married,4,Sales,Sales Representative,1,Travel_Rarely,No,15964,12.8,0,16,12,3,2,0,3,4,4,4,2,0,<=35K,36-45,8+ yrs,No
1402,36,Female,Married,4,Sales,Manager,4,Travel_Rarely,No,65298,16.7,1,18,0,0,0,0,3,4,3,1,3,3,>60K,36-45,0-3 yrs,No
1403,54,Male,Single,3,Sales,Sales Executive,3,Travel_Rarely,No,40630,21.5,1,32,21,1,11,6,3,2,2,4,3,1,35K-60K,46+,8+ yrs,No
1404,24,Female,Single,2,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,33684,18.6,1,3,3,3,0,0,3,3,4,2,3,2,<=35K,18-25,0-3 yrs,No
1405,41,Female,Married,3,Research & Development,Healthcare Representative,1,Travel_Rarely,No,20783,17.2,0,19,3,0,0,1,3,3,2,2,4,4,<=35K,36-45,0-3 yrs,No
1406,50,Male,Married,2,Research & Development,Research Scientist,1,Non-Travel,Yes,24901,17.9,0,31,0,0,0,0,3,3,3,3,2,1,<=35K,46+,0-3 yrs,Yes
1407,57,Male,Single,2,Research & Development,Healthcare Representative,2,Travel_Rarely,No,21054,20.5,0,37,7,0,1,1,3,1,4,2,3,2,<=35K,46+,4-7 yrs,No
1408,33,Female,Single,4,Research & Development,Laboratory Technician,1,Non-Travel,Yes,21575,19.2,3,15,4,2,0,2,3,3,3,3,2,2,<=35K,26-35,4-7 yrs,Yes
1409,41,Female,Married,2,Research & Development,Research Scientist,2,Travel_Rarely,No,43446,17.3,1,20,7,0,2,7,3,4,4,3,3,3,35K-60K,36-45,4-7 yrs,No
1410,42,Female,Single,3,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,29982,19.2,0,22,3,3,2,0,3,3,4,2,1,4,<=35K,36-45,0-3 yrs,No
1411,38,Male,Divorced,3,Sales,Sales Executive,1,Non-Travel,Yes,10000,11.2,0,17,0,0,0,0,3,3,4,2,2,2,<=35K,36-45,0-3 yrs,Yes
1412,36,Female,Single,5,Sales,Sales Representative,1,Travel_Rarely,No,15984,11.0,1,14,2,2,0,2,3,3,2,3,3,2,<=35K,36-45,0-3 yrs,No
1413,40,Male,Single,3,Sales,Manager,3,Travel_Rarely,No,40595,15.8,1,19,2,2,2,2,3,2,3,3,2,2,35K-60K,36-45,0-3 yrs,Yes
1414,18,Female,Married,1,Sales,Sales Representative,1,Travel_Rarely,No,10066,15.5,0,0,0,0,0,0,3,3,4,3,4,2,<=35K,18-25,0-3 yrs,Yes
1415,43,Female,Married,1,Research & Development,Research Director,1,Travel_Rarely,No,18465,13.2,1,21,0,0,0,0,3,2,4,4,3,3,<=35K,36-45,0-3 yrs,No
1416,38,Male,Married,3,Human Resources,Human Resources Representative,3,Travel_Rarely,No,32170,18.3,1,16,2,2,2,2,3,3,4,1,1,0,<=35K,36-45,0-3 yrs,No
1417,34,Male,Married,3,Sales,Manager,5,Non-Travel,Yes,63448,11.0,1,14,7,0,4,1,3,4,4,3,3,4,>60K,26-35,4-7 yrs,No
1418,55,Male,Divorced,3,Sales,Manager,2,Travel_Rarely,Yes,30154,13.2,2,37,5,0,5,3,3,4,4,3,4,5,<=35K,46+,4-7 yrs,Yes
